date,score,signal,price,score_light,bull_count,bear_count
2026-05-13,5.4,RISK WATCH,9.04,yellow,3,2
2026-05-13,5.4,RISK WATCH,9.04,yellow,3,2
2026-05-13,5.4,RISK WATCH,9.04,yellow,3,2
2026-05-13,5.4,RISK WATCH,8.965,yellow,3,2
2026-05-14,5.6,CONFLUENCE,11.49,yellow,3,2
2026-05-21,5.7,RISK WATCH,9.18,yellow,3,2
2026-05-28,5.5,CONSOLIDATION,13.25,yellow,3,3
2026-06-04,5.6,CONSOLIDATION,11.97,yellow,3,3
2026-06-11,5.6,RISK WATCH,9.83,yellow,3,3
