date,score,signal,price,score_light,bull_count,bear_count
2026-05-13,4.7,CONSOLIDATION,10.5,yellow,3,3
2026-05-13,4.7,CONSOLIDATION,10.5,yellow,3,3
2026-05-13,4.7,CONSOLIDATION,10.5,yellow,3,3
2026-05-13,4.7,RISK WATCH,9.99,yellow,3,3
2026-05-14,4.7,RISK WATCH,9.7053,yellow,3,3
2026-05-21,4.7,RISK WATCH,8.2,yellow,3,3
2026-05-28,4.6,RISK WATCH,9.1,yellow,3,3
2026-06-04,4.7,RISK WATCH,8.65,yellow,3,3
2026-06-11,4.7,RISK WATCH,7.33,yellow,3,3
2026-06-18,4.7,RISK WATCH,7.735,yellow,3,3
