date,score,signal,price,score_light,bull_count,bear_count
2026-05-13,5.6,CONSOLIDATION,32.79,yellow,3,2
2026-05-13,5.6,CONSOLIDATION,32.79,yellow,3,2
2026-05-13,5.6,CONSOLIDATION,32.79,yellow,3,2
